[0.4710277103210971, 0.0, 0.0] 	[5.668972289678917, 0.0, 0.0]
[0.48315265142148667, 0.0, 0.0] 	[5.656847348578528, 0.0, 0.0]
[0.49524875076141633, 0.0, 0.0] 	[5.644751249238599, 0.0, 0.0]
[0.5073167340282467, 0.0, 0.0] 	[5.632683265971769, 0.0, 0.0]
[0.519357313516509, 0.0, 0.0] 	[5.620642686483507, 0.0, 0.0]
[0.5313711876569379, 0.0, 0.0] 	[5.608628812343078, 0.0, 0.0]
[0.5433590406561544, 0.0, 0.0] 	[5.596640959343861, 0.0, 0.0]
[0.5553215422329518, 0.0, 0.0] 	[5.584678457767064, 0.0, 0.0]
[0.5672593474387728, 0.0, 0.0] 	[5.572740652561243, 0.0, 0.0]
[0.5791730965514108, 0.0, 0.0] 	[5.560826903448605, 0.0, 0.0]
[0.5911112450810015, 0.0, 0.0] 	[5.548888754919015, 0.0, 0.0]
[0.6030744405723394, 0.0, 0.0] 	[5.536925559427678, 0.0, 0.0]
[0.6150633452664795, 0.0, 0.0] 	[5.524936654733538, 0.0, 0.0]
[0.6270786359570919, 0.0, 0.0] 	[5.512921364042926, 0.0, 0.0]
[0.6391210037682087, 0.0, 0.0] 	[5.500878996231809, 0.0, 0.0]
[0.6511911538417061, 0.0, 0.0] 	[5.488808846158312, 0.0, 0.0]
[0.6632898049213226, 0.0, 0.0] 	[5.476710195078696, 0.0, 0.0]
[0.6754176888182817, 0.0, 0.0] 	[5.464582311181737, 0.0, 0.0]
[0.6875755497416172, 0.0, 0.0] 	[5.452424450258402, 0.0, 0.0]
[0.6997641434740749, 0.0, 0.0] 	[5.440235856525944, 0.0, 0.0]
[0.7119842363719381, 0.0, 0.0] 	[5.42801576362808, 0.0, 0.0]
[0.7242366041642638, 0.0, 0.0] 	[5.4157633958357545, 0.0, 0.0]
[0.7365220305237772, 0.0, 0.0] 	[5.403477969476241, 0.0, 0.0]
[0.7488413053779867, 0.0, 0.0] 	[5.391158694622031, 0.0, 0.0]
[0.7611952229249177, 0.0, 0.0] 	[5.3788047770751, 0.0, 0.0]
[0.7735845793131202, 0.0, 0.0] 	[5.366415420686898, 0.0, 0.0]
[0.786010169940233, 0.0, 0.0] 	[5.353989830059785, 0.0, 0.0]
[0.7984727863182866, 0.0, 0.0] 	[5.341527213681731, 0.0, 0.0]
[0.8109732124469945, 0.0, 0.0] 	[5.329026787553023, 0.0, 0.0]
[0.8235122206284156, 0.0, 0.0] 	[5.316487779371601, 0.0, 0.0]
[0.8360905666474351, 0.0, 0.0] 	[5.303909433352581, 0.0, 0.0]
[0.8487089842323661, 0.0, 0.0] 	[5.2912910157676505, 0.0, 0.0]
[0.8613681786984567, 0.0, 0.0] 	[5.278631821301559, 0.0, 0.0]
[0.8740688196640177, 0.0, 0.0] 	[5.265931180335999, 0.0, 0.0]
[0.8868115327140593, 0.0, 0.0] 	[5.253188467285957, 0.0, 0.0]
[0.8995968898695229, 0.0, 0.0] 	[5.240403110130494, 0.0, 0.0]
[0.9124253987011572, 0.0, 0.0] 	[5.227574601298859, 0.0, 0.0]
[0.9252974899055583, 0.0, 0.0] 	[5.214702510094458, 0.0, 0.0]
[0.9382135031365646, 0.0, 0.0] 	[5.201786496863451, 0.0, 0.0]
[0.9511736708577673, 0.0, 0.0] 	[5.188826329142249, 0.0, 0.0]
[0.9641780999510232, 0.0, 0.0] 	[5.175821900048993, 0.0, 0.0]
[0.9772267507812143, 0.0, 0.0] 	[5.162773249218802, 0.0, 0.0]
[0.9903194133787437, 0.0, 0.0] 	[5.1496805866212725, 0.0, 0.0]
[1.00345568035809, 0.0, 0.0] 	[5.136544319641926, 0.0, 0.0]
[1.016634916142891, 0.0, 0.0] 	[5.123365083857125, 0.0, 0.0]
[1.0298562220153262, 0.0, 0.0] 	[5.110143777984691, 0.0, 0.0]
[1.043118396449978, 0.0, 0.0] 	[5.096881603550039, 0.0, 0.0]
[1.0564198901300306, 0.0, 0.0] 	[5.083580109869986, 0.0, 0.0]
[1.0697587549771248, 0.0, 0.0] 	[5.070241245022892, 0.0, 0.0]
[1.083132586456295, 0.0, 0.0] 	[5.056867413543722, 0.0, 0.0]
[1.096538458345713, 0.0, 0.0] 	[5.043461541654304, 0.0, 0.0]
[1.1086924489949983, 0.0, 0.0] 	[5.031307551005019, 0.0, 0.0]
[1.120871190224224, 0.0, 0.0] 	[5.019128809775793, 0.0, 0.0]
[1.1330702880751604, 0.0, 0.0] 	[5.006929711924857, 0.0, 0.0]
[1.1452846461020394, 0.0, 0.0] 	[4.994715353897979, 0.0, 0.0]
[1.1575083804198796, 0.0, 0.0] 	[4.982491619580139, 0.0, 0.0]
[1.1697347260497268, 0.0, 0.0] 	[4.970265273950291, 0.0, 0.0]
[1.18195593407169, 0.0, 0.0] 	[4.958044065928328, 0.0, 0.0]
[1.194163159207296, 0.0, 0.0] 	[4.9458368407927225, 0.0, 0.0]
[1.2063463376212655, 0.0, 0.0] 	[4.933653662378752, 0.0, 0.0]
[1.2184940549756753, 0.0, 0.0] 	[4.921505945024343, 0.0, 0.0]
[1.2305934051058731, 0.0, 0.0] 	[4.909406594894145, 0.0, 0.0]
[1.2426298401395237, 0.0, 0.0] 	[4.897370159860495, 0.0, 0.0]
[1.2545870134720813, 0.0, 0.0] 	[4.885412986527937, 0.0, 0.0]
[1.266446617769284, 0.0, 0.0] 	[4.873553382230734, 0.0, 0.0]
[1.2781882211144684, 0.0, 0.0] 	[4.86181177888555, 0.0, 0.0]
[1.2897891055760633, 0.0, 0.0] 	[4.850210894423955, 0.0, 0.0]
[1.3012241138499534, 0.0, 0.0] 	[4.838775886150065, 0.0, 0.0]
[1.3124655112282988, 0.0, 0.0] 	[4.82753448877172, 0.0, 0.0]
[1.3234828719320184, 0.0, 0.0] 	[4.816517128068, 0.0, 0.0]
[1.3342430007542352, 0.0, 0.0] 	[4.805756999245783, 0.0, 0.0]
[1.3447099028844576, 0.0, 0.0] 	[4.7952900971155605, 0.0, 0.0]
[1.3548448165459548, 0.0, 0.0] 	[4.785155183454063, 0.0, 0.0]
[1.3646063244397402, 0.0, 0.0] 	[4.775393675560278, 0.0, 0.0]
[1.3739505606330984, 0.0, 0.0] 	[4.76604943936692, 0.0, 0.0]
[1.3828315290803035, 0.0, 0.0] 	[4.757168470919715, 0.0, 0.0]
[1.3912015480033466, 0.0, 0.0] 	[4.748798451996672, 0.0, 0.0]
[1.3990118304915027, 0.0, 0.0] 	[4.740988169508516, 0.0, 0.0]
[1.4062132055940981, 0.0, 0.0] 	[4.733786794405921, 0.0, 0.0]
[1.4127569757697238, 0.0, 0.0] 	[4.727243024230295, 0.0, 0.0]
[1.4185958960139307, 0.0, 0.0] 	[4.721404103986088, 0.0, 0.0]
[1.423685247919318, 0.0, 0.0] 	[4.7163147520807005, 0.0, 0.0]
[1.4279839693871488, 0.0, 0.0] 	[4.71201603061287, 0.0, 0.0]
[1.4314557891892965, 0.0, 0.0] 	[4.708544210810722, 0.0, 0.0]
[1.434070306823272, 0.0, 0.0] 	[4.7059296931767465, 0.0, 0.0]
[1.435803953857948, 0.0, 0.0] 	[4.704196046142071, 0.0, 0.0]
[1.436640774620676, 0.0, 0.0] 	[4.703359225379343, 0.0, 0.0]
[1.4365729722917824, 0.0, 0.0] 	[4.703427027708236, 0.0, 0.0]
[1.435601180922858, 0.0, 0.0] 	[4.704398819077161, 0.0, 0.0]
[1.4337344431889716, 0.0, 0.0] 	[4.706265556811047, 0.0, 0.0]
[1.4309898955389395, 0.0, 0.0] 	[4.709010104461079, 0.0, 0.0]
[1.4273921840487045, 0.0, 0.0] 	[4.712607815951314, 0.0, 0.0]
[1.4229726529786095, 0.0, 0.0] 	[4.717027347021409, 0.0, 0.0]
[1.4177683616156143, 0.0, 0.0] 	[4.722231638384404, 0.0, 0.0]
[1.4118209922089904, 0.0, 0.0] 	[4.728179007791027, 0.0, 0.0]
[1.4051757125143978, 0.0, 0.0] 	[4.73482428748562, 0.0, 0.0]
[1.3978800514393874, 0.0, 0.0] 	[4.74211994856063, 0.0, 0.0]
[1.3899828369984526, 0.0, 0.0] 	[4.750017163001565, 0.0, 0.0]
[1.381533234006201, 0.0, 0.0] 	[4.758466765993816, 0.0, 0.0]
[1.3725799063871862, 0.0, 0.0] 	[4.767420093612832, 0.0, 0.0]
[1.3631703170851766, 0.0, 0.0] 	[4.776829682914841, 0.0, 0.0]
[1.350825306124019, 0.0, 0.0] 	[4.789174693875999, 0.0, 0.0]
[1.3381237969826418, 0.0, 0.0] 	[4.801876203017376, 0.0, 0.0]
[1.3251151405593085, 0.0, 0.0] 	[4.81488485944071, 0.0, 0.0]
[1.3118440282605506, 0.0, 0.0] 	[4.828155971739467, 0.0, 0.0]
[1.2983506489563545, 0.0, 0.0] 	[4.841649351043663, 0.0, 0.0]
[1.284670919889297, 0.0, 0.0] 	[4.85532908011072, 0.0, 0.0]
[1.2708367650045747, 0.0, 0.0] 	[4.869163234995442, 0.0, 0.0]
[1.2568764195965678, 0.0, 0.0] 	[4.883123580403448, 0.0, 0.0]
[1.242814745096697, 0.0, 0.0] 	[4.897185254903319, 0.0, 0.0]
[1.2286735420757409, 0.0, 0.0] 	[4.911326457924275, 0.0, 0.0]
[1.2144718530492271, 0.0, 0.0] 	[4.925528146950789, 0.0, 0.0]
[1.2002262494855582, 0.0, 0.0] 	[4.939773750514458, 0.0, 0.0]
[1.1859510995962068, 0.0, 0.0] 	[4.9540489004038095, 0.0, 0.0]
[1.1716588151280214, 0.0, 0.0] 	[4.968341184871995, 0.0, 0.0]
[1.1573600765750613, 0.0, 0.0] 	[4.982639923424954, 0.0, 0.0]
[1.143064037070949, 0.0, 0.0] 	[4.996935962929067, 0.0, 0.0]
[1.1287785057912632, 0.0, 0.0] 	[5.011221494208753, 0.0, 0.0]
[1.11451011205531, 0.0, 0.0] 	[5.0254898879447065, 0.0, 0.0]
[1.1002644515217743, 0.0, 0.0] 	[5.039735548478242, 0.0, 0.0]
[1.0860462159661721, 0.0, 0.0] 	[5.053953784033844, 0.0, 0.0]
[1.071859308143028, 0.0, 0.0] 	[5.068140691856988, 0.0, 0.0]
[1.0577069431976063, 0.0, 0.0] 	[5.08229305680241, 0.0, 0.0]
[1.04359173801977, 0.0, 0.0] 	[5.096408261980247, 0.0, 0.0]
[1.0295157898399567, 0.0, 0.0] 	[5.11048421016006, 0.0, 0.0]
[1.0154807452642687, 0.0, 0.0] 	[5.124519254735747, 0.0, 0.0]
[1.0014878608392175, 0.0, 0.0] 	[5.138512139160799, 0.0, 0.0]
[0.9875380561314491, 0.0, 0.0] 	[5.152461943868567, 0.0, 0.0]
[0.9736319602068498, 0.0, 0.0] 	[5.166368039793166, 0.0, 0.0]
[0.9597699522986709, 0.0, 0.0] 	[5.180230047701346, 0.0, 0.0]
[0.9459521973667115, 0.0, 0.0] 	[5.194047802633305, 0.0, 0.0]
[0.9321786771695991, 0.0, 0.0] 	[5.2078213228304175, 0.0, 0.0]
[0.918449217399796, 0.0, 0.0] 	[5.221550782600221, 0.0, 0.0]
[0.90476351136592, 0.0, 0.0] 	[5.235236488634097, 0.0, 0.0]
[0.8911211406488616, 0.0, 0.0] 	[5.248878859351156, 0.0, 0.0]
[0.8775215931065207, 0.0, 0.0] 	[5.262478406893496, 0.0, 0.0]
[0.8639642785562256, 0.0, 0.0] 	[5.276035721443791, 0.0, 0.0]
[0.850448542423481, 0.0, 0.0] 	[5.289551457576536, 0.0, 0.0]
[0.836973677610079, 0.0, 0.0] 	[5.303026322389938, 0.0, 0.0]
[0.8235389348032935, 0.0, 0.0] 	[5.316461065196723, 0.0, 0.0]
[0.8101435314203765, 0.0, 0.0] 	[5.32985646857964, 0.0, 0.0]
[0.7967866593584567, 0.0, 0.0] 	[5.34321334064156, 0.0, 0.0]
[0.7834674916988054, 0.0, 0.0] 	[5.356532508301211, 0.0, 0.0]
[0.7701851884959263, 0.0, 0.0] 	[5.3698148115040905, 0.0, 0.0]
[0.7569389017657256, 0.0, 0.0] 	[5.383061098234291, 0.0, 0.0]
[0.7437277797728394, 0.0, 0.0] 	[5.396272220227177, 0.0, 0.0]
[0.7305509707047981, 0.0, 0.0] 	[5.409449029295218, 0.0, 0.0]
[0.7174076258098537, 0.0, 0.0] 	[5.422592374190163, 0.0, 0.0]
[0.7042969020658019, 0.0, 0.0] 	[5.435703097934216, 0.0, 0.0]
[0.6912179644388279, 0.0, 0.0] 	[5.44878203556119, 0.0, 0.0]
[0.6781699877841347, 0.0, 0.0] 	[5.461830012215883, 0.0, 0.0]
[0.666045330214329, 0.0, 0.0] 	[5.473954669785689, 0.0, 0.0]
[0.6539500736475438, 0.0, 0.0] 	[5.486049926352474, 0.0, 0.0]
[0.6418834839900505, 0.0, 0.0] 	[5.498116516009968, 0.0, 0.0]
[0.6298448400568194, 0.0, 0.0] 	[5.510155159943198, 0.0, 0.0]
[0.6178334341336581, 0.0, 0.0] 	[5.5221665658663595, 0.0, 0.0]
[0.6058485724176622, 0.0, 0.0] 	[5.534151427582356, 0.0, 0.0]
[0.5938895753512838, 0.0, 0.0] 	[5.5461104246487345, 0.0, 0.0]
[0.5819557778635422, 0.0, 0.0] 	[5.558044222136476, 0.0, 0.0]
[0.5700465295303285, 0.0, 0.0] 	[5.56995347046969, 0.0, 0.0]
[0.5581611946643666, 0.0, 0.0] 	[5.581838805335651, 0.0, 0.0]
[0.5462513169529661, 0.0, 0.0] 	[5.5937486830470515, 0.0, 0.0]
[0.534316247419601, 0.0, 0.0] 	[5.605683752580417, 0.0, 0.0]
[0.5223553224918034, 0.0, 0.0] 	[5.617644677508214, 0.0, 0.0]
[0.5103678641590816, 0.0, 0.0] 	[5.629632135840936, 0.0, 0.0]
[0.4983531802109561, 0.0, 0.0] 	[5.641646819789061, 0.0, 0.0]
[0.4863105645669308, 0.0, 0.0] 	[5.653689435433087, 0.0, 0.0]
[0.47423929771177853, 0.0, 0.0] 	[5.665760702288239, 0.0, 0.0]
[0.46213864725126974, 0.0, 0.0] 	[5.677861352748748, 0.0, 0.0]
[0.45000786860546566, 0.0, 0.0] 	[5.689992131394552, 0.0, 0.0]
[0.43784620585895007, 0.0, 0.0] 	[5.702153794141068, 0.0, 0.0]
[0.42565289278992385, 0.0, 0.0] 	[5.714347107210093, 0.0, 0.0]
[0.4134271541029786, 0.0, 0.0] 	[5.726572845897039, 0.0, 0.0]
[0.40116820689364346, 0.0, 0.0] 	[5.738831793106375, 0.0, 0.0]
[0.38887526237651565, 0.0, 0.0] 	[5.751124737623502, 0.0, 0.0]
[0.3765475279130009, 0.0, 0.0] 	[5.763452472087017, 0.0, 0.0]
[0.3641842093794737, 0.0, 0.0] 	[5.775815790620544, 0.0, 0.0]
[0.3517845139220953, 0.0, 0.0] 	[5.788215486077923, 0.0, 0.0]
[0.3393476531506886, 0.0, 0.0] 	[5.800652346849329, 0.0, 0.0]
[0.32687284683106466, 0.0, 0.0] 	[5.813127153168953, 0.0, 0.0]
[0.3143593271431355, 0.0, 0.0] 	[5.825640672856882, 0.0, 0.0]
[0.30180634358116315, 0.0, 0.0] 	[5.838193656418854, 0.0, 0.0]
[0.28921316858272783, 0.0, 0.0] 	[5.850786831417289, 0.0, 0.0]
[0.27657910398461294, 0.0, 0.0] 	[5.863420896015404, 0.0, 0.0]
[0.2639034884169771, 0.0, 0.0] 	[5.8760965115830395, 0.0, 0.0]
[0.2511857057621256, 0.0, 0.0] 	[5.888814294237891, 0.0, 0.0]
[0.23842519482112026, 0.0, 0.0] 	[5.901574805178896, 0.0, 0.0]
[0.22562146035063063, 0.0, 0.0] 	[5.914378539649386, 0.0, 0.0]
[0.2127740856541023, 0.0, 0.0] 	[5.9272259143459145, 0.0, 0.0]
[0.19988274693578545, 0.0, 0.0] 	[5.940117253064232, 0.0, 0.0]
[0.1869472296537483, 0.0, 0.0] 	[5.953052770346269, 0.0, 0.0]
[0.17396744713901408, 0.0, 0.0] 	[5.966032552861003, 0.0, 0.0]
[0.16094346178274305, 0.0, 0.0] 	[5.979056538217274, 0.0, 0.0]
[0.14787550913225309, 0.0, 0.0] 	[5.992124490867765, 0.0, 0.0]
[0.13476402527993567, 0.0, 0.0] 	[6.005235974720082, 0.0, 0.0]
[0.12160967797702088, 0.0, 0.0] 	[6.018390322022997, 0.0, 0.0]
[0.10841340195683133, 0.0, 0.0] 	[6.031586598043186, 0.0, 0.0]
[0.09517643900964742, 0.0, 0.0] 	[6.04482356099037, 0.0, 0.0]
[0.08190038341337827, 0.0, 0.0] 	[6.058099616586639, 0.0, 0.0]
[0.06858723339036618, 0.0, 0.0] 	[6.071412766609651, 0.0, 0.0]
[0.055239449329877656, 0.0, 0.0] 	[6.084760550670139, 0.0, 0.0]
[0.043083895266503774, 0.0, 0.0] 	[6.096916104733513, 0.0, 0.0]
[0.030899930837934367, 0.0, 0.0] 	[6.109100069162083, 0.0, 0.0]
[0.018691352494429447, 0.0, 0.0] 	[6.121308647505588, 0.0, 0.0]
[0.006462587786698916, 0.0, 0.0] 	[6.133537412213319, 0.0, 0.0]
[9.994218772986558, 0.0, 0.0] 	[6.145781227013459, 0.0, 0.0]
[9.981965838956798, 0.0, 0.0] 	[6.158034161043219, 0.0, 0.0]
[9.969710605832846, 0.0, 0.0] 	[6.170289394167171, 0.0, 0.0]
[9.957460887011008, 0.0, 0.0] 	[6.182539112989009, 0.0, 0.0]
[9.945225602824951, 0.0, 0.0] 	[6.194774397175065, 0.0, 0.0]
[9.933014904119812, 0.0, 0.0] 	[6.206985095880205, 0.0, 0.0]
[9.920840305685108, 0.0, 0.0] 	[6.219159694314909, 0.0, 0.0]
[9.908714829163802, 0.0, 0.0] 	[6.2312851708362125, 0.0, 0.0]
[9.896653154592917, 0.0, 0.0] 	[6.2433468454071, 0.0, 0.0]
[9.884671779126059, 0.0, 0.0] 	[6.255328220873957, 0.0, 0.0]
[9.872789180714392, 0.0, 0.0] 	[6.267210819285625, 0.0, 0.0]
[9.861025983554574, 0.0, 0.0] 	[6.278974016445442, 0.0, 0.0]
[9.849405120929834, 0.0, 0.0] 	[6.290594879070182, 0.0, 0.0]
[9.837951989661912, 0.0, 0.0] 	[6.302048010338105, 0.0, 0.0]
[9.826694588762376, 0.0, 0.0] 	[6.313305411237643, 0.0, 0.0]
[9.815663633051962, 0.0, 0.0] 	[6.324336366948055, 0.0, 0.0]
[9.804892630573457, 0.0, 0.0] 	[6.335107369426559, 0.0, 0.0]
[9.794417910673284, 0.0, 0.0] 	[6.345582089326733, 0.0, 0.0]
[9.784278587848066, 0.0, 0.0] 	[6.355721412151951, 0.0, 0.0]
[9.774516445094473, 0.0, 0.0] 	[6.365483554905544, 0.0, 0.0]
[9.765175719887992, 0.0, 0.0] 	[6.374824280112025, 0.0, 0.0]
[9.756302776437131, 0.0, 0.0] 	[6.383697223562886, 0.0, 0.0]
[9.747945649937643, 0.0, 0.0] 	[6.3920543500623745, 0.0, 0.0]
[9.7401534525915, 0.0, 0.0] 	[6.399846547408517, 0.0, 0.0]
[9.73297563746241, 0.0, 0.0] 	[6.407024362537606, 0.0, 0.0]
[9.726461124912955, 0.0, 0.0] 	[6.4135388750870606, 0.0, 0.0]
[9.720657307186814, 0.0, 0.0] 	[6.419342692813202, 0.0, 0.0]
[9.71560895902154, 0.0, 0.0] 	[6.424391040978475, 0.0, 0.0]
[9.711357094894089, 0.0, 0.0] 	[6.428642905105929, 0.0, 0.0]
[9.707937825079464, 0.0, 0.0] 	[6.432062174920555, 0.0, 0.0]
